path	name	description	domain	subdomain	tags
skills/exploiting-websocket-vulnerabilities/SKILL.md	exploiting-websocket-vulnerabilities	Testing WebSocket implementations for authentication bypass, cross-site	cybersecurity	web-application-security	 penetration-testing websocket web-security owasp real-time burpsuite
skills/exploiting-zerologon-vulnerability-cve-2020-1472/SKILL.md	exploiting-zerologon-vulnerability-cve-2020-1472	Exploit the Zerologon vulnerability (CVE-2020-1472) in the Netlogon Remote	cybersecurity	red-teaming	 zerologon cve-2020-1472 netlogon domain-controller privilege-escalation active-directory ms-nrpc
skills/extracting-browser-history-artifacts/SKILL.md	extracting-browser-history-artifacts	Extract and analyze browser history, cookies, cache, downloads, and bookmarks	cybersecurity	digital-forensics	 forensics browser-forensics chrome firefox edge web-history artifact-extraction
skills/extracting-config-from-agent-tesla-rat/SKILL.md	extracting-config-from-agent-tesla-rat	Extract embedded configuration from Agent Tesla RAT samples including	cybersecurity	malware-analysis	 agent-tesla rat config-extraction dotnet malware-analysis keylogger credential-theft
skills/extracting-credentials-from-memory-dump/SKILL.md	extracting-credentials-from-memory-dump	Extract cached credentials, password hashes, Kerberos tickets, and authentication	cybersecurity	digital-forensics	 forensics credential-extraction memory-forensics volatility mimikatz password-hashes incident-response
skills/extracting-iocs-from-malware-samples/SKILL.md	extracting-iocs-from-malware-samples	'Extracts indicators of compromise (IOCs) from malware samples including	cybersecurity	malware-analysis	 malware IOC-extraction threat-intelligence indicators detection
skills/extracting-memory-artifacts-with-rekall/SKILL.md	extracting-memory-artifacts-with-rekall	'Uses Rekall memory forensics framework to analyze memory dumps for process	cybersecurity	security-operations	 memory-forensics rekall process-hollowing code-injection vad-analysis incident-response security-operations
skills/extracting-windows-event-logs-artifacts/SKILL.md	extracting-windows-event-logs-artifacts	Extract, parse, and analyze Windows Event Logs (EVTX) using Chainsaw,	cybersecurity	digital-forensics	 forensics windows-event-logs evtx chainsaw hayabusa sigma-rules incident-response
skills/fleet-hunting-with-velociraptor/SKILL.md	fleet-hunting-with-velociraptor	Deploy a Velociraptor server and agents and write VQL hunts across a fleet.	cybersecurity	threat-hunting	 threat-hunting velociraptor vql dfir endpoint-visibility incident-response fleet-collection digital-forensics
skills/generating-and-analyzing-sboms/SKILL.md	generating-and-analyzing-sboms	Produce and ingest CycloneDX and SPDX SBOMs and correlate them to vulnerability intelligence.	cybersecurity	supply-chain-security	 supply-chain-security sbom cyclonedx spdx syft grype vulnerability-management devsecops
skills/generating-forensic-timelines-with-hayabusa/SKILL.md	generating-forensic-timelines-with-hayabusa	Produce Sigma-based EVTX timelines and summaries with Hayabusa.	cybersecurity	digital-forensics	 hayabusa dfir evtx sigma timeline threat-hunting windows-event-logs forensics
skills/generating-threat-intelligence-reports/SKILL.md	generating-threat-intelligence-reports	'Generates structured cyber threat intelligence reports at strategic,	cybersecurity	threat-intelligence	 CTI threat-intelligence intelligence-products TLP PIR report-writing NIST-CSF
skills/hardening-docker-containers-for-production/SKILL.md	hardening-docker-containers-for-production	Hardening Docker containers for production involves applying security	cybersecurity	container-security	 containers docker security hardening CIS-benchmark
skills/hardening-docker-daemon-configuration/SKILL.md	hardening-docker-daemon-configuration	Harden the Docker daemon by configuring daemon.json with user namespace	cybersecurity	container-security	 docker daemon-hardening container-security cis-benchmark rootless userns-remap
skills/hardening-linux-endpoint-with-cis-benchmark/SKILL.md	hardening-linux-endpoint-with-cis-benchmark	'Hardens Linux endpoints using CIS Benchmark recommendations for Ubuntu,	cybersecurity	endpoint-security	 endpoint hardening linux-security CIS-benchmark Ubuntu RHEL
skills/hardening-windows-endpoint-with-cis-benchmark/SKILL.md	hardening-windows-endpoint-with-cis-benchmark	'Hardens Windows endpoints using CIS (Center for Internet Security) Benchmark	cybersecurity	endpoint-security	 endpoint hardening windows-security CIS-benchmark GPO baseline-configuration
skills/hunting-advanced-persistent-threats/SKILL.md	hunting-advanced-persistent-threats	'Proactively hunts for Advanced Persistent Threat (APT) activity within	cybersecurity	threat-intelligence	 MITRE-ATT&CK threat-hunting APT Velociraptor osquery Zeek TTP NIST-CSF EDR
skills/hunting-bootkits-in-efi-system-partition/SKILL.md	hunting-bootkits-in-efi-system-partition	Baseline the EFI System Partition and hunt malicious EFI binaries (ESPecter, BlackLotus, Bootkitty, Glupteba) by mounting the ESP, hashing and verifying boot loaders, scanning with YARA, and detecting anomalous non-EFI files.	cybersecurity	hardware-firmware-security	 bootkit uefi efi-system-partition secure-boot firmware-forensics threat-hunting yara measured-boot
skills/hunting-credential-stuffing-attacks/SKILL.md	hunting-credential-stuffing-attacks	'Detects credential stuffing attacks by analyzing authentication logs	cybersecurity	security-operations	 credential-stuffing authentication-logs login-anomaly asn-analysis threat-hunting account-takeover
skills/hunting-evtx-with-chainsaw/SKILL.md	hunting-evtx-with-chainsaw	Perform rapid Sigma and keyword hunting across Windows event logs with	cybersecurity	threat-hunting	 chainsaw threat-hunting evtx sigma windows-event-logs dfir detection shimcache
skills/hunting-for-anomalous-powershell-execution/SKILL.md	hunting-for-anomalous-powershell-execution	'Hunt for malicious PowerShell activity by analyzing Script Block Logging	cybersecurity	threat-hunting	 powershell script-block-logging event-4104 amsi threat-hunting evtx obfuscation
skills/hunting-for-beaconing-with-frequency-analysis/SKILL.md	hunting-for-beaconing-with-frequency-analysis	Identify command-and-control beaconing patterns in network traffic by	cybersecurity	threat-hunting	 threat-hunting beaconing c2-detection frequency-analysis network-traffic RITA jitter-detection mitre-t1071
skills/hunting-for-cobalt-strike-beacons/SKILL.md	hunting-for-cobalt-strike-beacons	Detect Cobalt Strike beacon network activity using default TLS certificate	cybersecurity	threat-hunting	 cobalt-strike beacon threat-hunting c2 zeek suricata ja3 jarm network-forensics
skills/hunting-for-command-and-control-beaconing/SKILL.md	hunting-for-command-and-control-beaconing	Detect C2 beaconing patterns in network traffic using frequency analysis,	cybersecurity	threat-hunting	 threat-hunting mitre-attack c2 beaconing network-analysis proactive-detection
skills/hunting-for-data-exfiltration-indicators/SKILL.md	hunting-for-data-exfiltration-indicators	Hunt for data exfiltration through network traffic analysis, detecting	cybersecurity	threat-hunting	 threat-hunting mitre-attack data-exfiltration dlp network-analysis proactive-detection
skills/hunting-for-data-staging-before-exfiltration/SKILL.md	hunting-for-data-staging-before-exfiltration	Detect data staging activity before exfiltration by monitoring for archive	cybersecurity	threat-hunting	 data-staging exfiltration t1074 archive-detection edr threat-hunting dlp
skills/hunting-for-dcom-lateral-movement/SKILL.md	hunting-for-dcom-lateral-movement	'Hunt for DCOM-based lateral movement by detecting abuse of MMC20.Application,	cybersecurity	threat-hunting	 threat-hunting DCOM lateral-movement T1021.003 Sysmon MMC20 ShellWindows ShellBrowserWindow COM-objects WMI RPC
skills/hunting-for-dcsync-attacks/SKILL.md	hunting-for-dcsync-attacks	Detect DCSync attacks by analyzing Windows Event ID 4662 for unauthorized	cybersecurity	threat-hunting	 threat-hunting dcsync active-directory credential-access t1003.006 mimikatz windows dfir
skills/hunting-for-defense-evasion-via-timestomping/SKILL.md	hunting-for-defense-evasion-via-timestomping	'Detect NTFS timestamp manipulation (MITRE T1070.006) by comparing $STANDARD_INFORMATION	cybersecurity	threat-hunting	 timestomping ntfs-forensics mft-analysis defense-evasion
skills/hunting-for-dns-based-persistence/SKILL.md	hunting-for-dns-based-persistence	Hunt for DNS-based persistence mechanisms including DNS hijacking, dangling	cybersecurity	threat-hunting	 dns persistence threat-hunting passive-dns dns-hijacking subdomain-takeover securitytrails
skills/hunting-for-dns-tunneling-with-zeek/SKILL.md	hunting-for-dns-tunneling-with-zeek	Detect DNS tunneling and data exfiltration by analyzing Zeek dns.log	cybersecurity	threat-hunting	 threat-hunting dns-tunneling zeek data-exfiltration covert-channel mitre-t1071-004 network-monitoring
skills/hunting-for-domain-fronting-c2-traffic/SKILL.md	hunting-for-domain-fronting-c2-traffic	Detect domain fronting C2 traffic by analyzing SNI vs HTTP Host header	cybersecurity	threat-hunting	 domain-fronting c2-detection tls-inspection proxy-logs pyopenssl threat-hunting network-security
skills/hunting-for-lateral-movement-via-wmi/SKILL.md	hunting-for-lateral-movement-via-wmi	Detect WMI-based lateral movement by analyzing Windows Event ID 4688	cybersecurity	threat-hunting	 threat-hunting lateral-movement wmi sysmon mitre-attack process-creation
skills/hunting-for-living-off-the-cloud-techniques/SKILL.md	hunting-for-living-off-the-cloud-techniques	Hunt for adversary abuse of legitimate cloud services for C2, data staging,	cybersecurity	threat-hunting	 threat-hunting mitre-attack cloud-abuse c2 lotc saas proactive-detection
skills/hunting-for-living-off-the-land-binaries/SKILL.md	hunting-for-living-off-the-land-binaries	Proactively hunt for adversary abuse of legitimate system binaries (LOLBins)	cybersecurity	threat-hunting	 threat-hunting mitre-attack lolbins edr siem proactive-detection defense-evasion
skills/hunting-for-lolbins-execution-in-endpoint-logs/SKILL.md	hunting-for-lolbins-execution-in-endpoint-logs	Hunt for adversary abuse of Living Off the Land Binaries (LOLBins) by	cybersecurity	threat-hunting	 threat-hunting lolbins living-off-the-land endpoint-detection process-monitoring mitre-t1218 defense-evasion
skills/hunting-for-ntlm-relay-attacks/SKILL.md	hunting-for-ntlm-relay-attacks	Detect NTLM relay attacks by analyzing Windows Event 4624 logon type	cybersecurity	threat-hunting	 NTLM-relay Windows-events Event-4624 NTLMSSP Responder SMB-signing credential-access T1557.001 Active-Directory
skills/hunting-for-persistence-mechanisms-in-windows/SKILL.md	hunting-for-persistence-mechanisms-in-windows	Systematically hunt for adversary persistence mechanisms across Windows	cybersecurity	threat-hunting	 threat-hunting mitre-attack persistence windows registry siem proactive-detection
skills/hunting-for-persistence-via-wmi-subscriptions/SKILL.md	hunting-for-persistence-via-wmi-subscriptions	Hunt for adversary persistence through Windows Management Instrumentation	cybersecurity	threat-hunting	 threat-hunting wmi-persistence mitre-t1546-003 event-subscription windows endpoint-detection
skills/hunting-for-process-injection-techniques/SKILL.md	hunting-for-process-injection-techniques	Detect process injection techniques (T1055) including CreateRemoteThread,	cybersecurity	threat-hunting	 process-injection t1055 sysmon createremotethread dll-injection edr threat-hunting
